Combination,freq,sumoutput,win,wr,avg out,freqnon,winnon,wrnon,sumnon,freqab,winab,wrab,sumab,freqinv,wininv,wrinv,suminv
CMendekatiMendekatiSedangNo,0,0.00%,0,0%,,3,0,0.00%,-3.00%,2,2,33.33%,5.70%,1,1,16.67%,5.87%
CMendekatiMendekatiBesarYes,0,0.00%,0,0%,,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%
CMendekatiMendekatiBesarNo,1,1.88%,1,100%,,0,0,0.00%,0.00%,1,1,100.00%,3.68%,0,0,0.00%,0.00%
,0,0.00%,0,0%,,,,,,,,,,,,,
,0,0.00%,0,0%,,,,,,,,,,,,,
,2,-1.29%,0,0%,,,,,,,,,,,,,
,0,0.00%,0,0%,,,,,,,,,,,,,
,0,0.00%,0,0%,,,,,,,,,,,,,
,2,2.21%,2,100%,,,,,,,,,,,,,
,2,8.35%,1,50%,,,,,,,,,,,,,
,4,9.98%,3,75%,,,,,,,,,,,,,
,1,5.73%,1,100%,,,,,,,,,,,,,
,1,0.74%,1,100%,,,,,,,,,,,,,
,4,-0.57%,2,50%,,,,,,,,,,,,,
,7,5.36%,4,57%,,,,,,,,,,,,,
,4,5.66%,4,100%,,,,,,,,,,,,,
,3,0.47%,2,67%,,,,,,,,,,,,,
,6,8.57%,3,50%,,,,,,,,,,,,,
,0,0.00%,0,0%,,,,,,,,,,,,,
,1,3.68%,1,100%,,,,,,,,,,,,,
